ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
602,278,12,3,0,300,10,80,20,800,400,20,12,30
614,281,12,3,0,300,10,80,20,800,400,20,12,30
626,284,12,3,0,300,10,80,20,800,400,20,12,30
638,287,12,3,0,300,10,80,20,800,400,20,12,30
650,290,12,3,0,300,10,80,20,800,400,20,12,30
662,293,12,3,0,300,10,80,20,800,400,20,12,30
674,296,12,3,0,300,10,80,20,800,400,20,12,30
686,299,12,3,0,300,10,80,20,800,400,20,12,30
698,302,12,3,0,300,10,80,20,800,400,20,12,30
710,305,12,3,0,300,10,80,20,800,400,20,12,30
722,308,12,3,0,300,10,80,20,800,400,20,12,30
734,311,12,3,0,300,10,80,20,800,400,20,12,30
746,314,12,3,0,300,10,80,20,800,400,20,12,30
758,317,12,3,0,300,10,80,20,800,400,20,12,30
770,320,12,3,0,300,10,80,20,800,400,20,12,30
758,323,-12,3,0,300,10,80,20,800,400,20,12,30
746,326,-12,3,0,300,10,80,20,800,400,20,12,30
734,329,-12,3,0,300,10,80,20,800,400,20,12,30
722,332,-12,3,0,300,10,80,20,800,400,20,12,30
710,335,-12,3,0,300,10,80,20,800,400,20,12,30
698,338,-12,3,0,300,10,80,20,800,400,20,12,30
686,341,-12,3,0,300,10,80,20,800,400,20,12,30
674,344,-12,3,0,300,10,80,20,800,400,20,12,30
662,347,-12,3,0,300,10,80,20,800,400,20,12,30
650,350,-12,3,1,300,10,80,20,800,400,20,12,30
638,353,-12,3,0,320,10,80,20,800,400,20,12,30
626,356,-12,3,0,320,10,80,20,800,400,20,12,30
614,359,-12,3,0,320,10,80,20,800,400,20,12,30
602,362,-12,3,0,320,10,80,20,800,400,20,12,30
590,365,-12,3,0,320,10,80,20,800,400,20,12,30
578,368,-12,3,0,320,10,80,20,800,400,20,12,30
566,365,-12,-3,0,320,10,80,20,800,400,20,12,30
554,362,-12,-3,0,320,10,80,20,800,400,20,12,30
542,359,-12,-3,0,320,10,80,20,800,400,20,12,30
530,356,-12,-3,0,320,10,80,20,800,400,20,12,30
518,353,-12,-3,0,320,10,80,20,800,400,20,12,30
506,350,-12,-3,0,320,10,80,20,800,400,20,12,30
494,347,-12,-3,0,320,10,80,20,800,400,20,12,30
482,344,-12,-3,0,320,10,80,20,800,400,20,12,30
470,341,-12,-3,-1,320,10,80,20,800,400,20,12,30
458,338,-12,-3,0,300,10,80,20,800,400,20,12,30
446,335,-12,-3,0,300,10,80,20,800,400,20,12,30
434,332,-12,-3,0,300,10,80,20,800,400,20,12,30
422,329,-12,-3,0,300,10,80,20,800,400,20,12,30
410,326,-12,-3,0,300,10,80,20,800,400,20,12,30
398,323,-12,-3,0,300,10,80,20,800,400,20,12,30
386,320,-12,-3,0,300,10,80,20,800,400,20,12,30
374,317,-12,-3,0,300,10,80,20,800,400,20,12,30
362,314,-12,-3,0,300,10,80,20,800,400,20,12,30
350,311,-12,-3,-1,300,10,80,20,800,400,20,12,30
338,308,-12,-3,0,280,10,80,20,800,400,20,12,30
326,305,-12,-3,0,280,10,80,20,800,400,20,12,30
314,302,-12,-3,0,280,10,80,20,800,400,20,12,30
302,299,-12,-3,0,280,10,80,20,800,400,20,12,30
290,296,-12,-3,0,280,10,80,20,800,400,20,12,30
278,293,-12,-3,0,280,10,80,20,800,400,20,12,30
266,290,-12,-3,0,280,10,80,20,800,400,20,12,30
254,287,-12,-3,0,280,10,80,20,800,400,20,12,30
242,284,-12,-3,0,280,10,80,20,800,400,20,12,30
230,281,-12,-3,0,280,10,80,20,800,400,20,12,30
218,278,-12,-3,-1,280,10,80,20,800,400,20,12,30
206,275,-12,-3,0,260,10,80,20,800,400,20,12,30
194,272,-12,-3,0,260,10,80,20,800,400,20,12,30
182,269,-12,-3,0,260,10,80,20,800,400,20,12,30
170,266,-12,-3,0,260,10,80,20,800,400,20,12,30
158,263,-12,-3,0,260,10,80,20,800,400,20,12,30
146,260,-12,-3,0,260,10,80,20,800,400,20,12,30
134,257,-12,-3,0,260,10,80,20,800,400,20,12,30
122,254,-12,-3,0,260,10,80,20,800,400,20,12,30
110,251,-12,-3,0,260,10,80,20,800,400,20,12,30
98,248,-12,-3,-1,260,10,80,20,800,400,20,12,30
86,245,-12,-3,0,240,10,80,20,800,400,20,12,30
74,242,-12,-3,0,240,10,80,20,800,400,20,12,30
62,239,-12,-3,0,240,10,80,20,800,400,20,12,30
50,236,-12,-3,0,240,10,80,20,800,400,20,12,30
38,233,-12,-3,0,240,10,80,20,800,400,20,12,30
50,230,12,-3,0,240,10,80,20,800,400,20,12,30
62,227,12,-3,0,240,10,80,20,800,400,20,12,30
74,224,12,-3,-1,240,10,80,20,800,400,20,12,30
86,221,12,-3,0,220,10,80,20,800,400,20,12,30
98,218,12,-3,0,220,10,80,20,800,400,20,12,30
110,215,12,-3,0,220,10,80,20,800,400,20,12,30
122,212,12,-3,0,220,10,80,20,800,400,20,12,30
134,209,12,-3,0,220,10,80,20,800,400,20,12,30
146,206,12,-3,0,220,10,80,20,800,400,20,12,30
158,203,12,-3,0,220,10,80,20,800,400,20,12,30
170,200,12,-3,0,220,10,80,20,800,400,20,12,30
182,197,12,-3,-1,220,10,80,20,800,400,20,12,30
194,194,12,-3,0,200,10,80,20,800,400,20,12,30
206,191,12,-3,0,200,10,80,20,800,400,20,12,30
218,188,12,-3,0,200,10,80,20,800,400,20,12,30
230,185,12,-3,0,200,10,80,20,800,400,20,12,30
242,182,12,-3,0,200,10,80,20,800,400,20,12,30
254,179,12,-3,0,200,10,80,20,800,400,20,12,30
266,176,12,-3,-1,200,10,80,20,800,400,20,12,30
278,173,12,-3,0,180,10,80,20,800,400,20,12,30
290,170,12,-3,0,180,10,80,20,800,400,20,12,30
302,167,12,-3,0,180,10,80,20,800,400,20,12,30
314,164,12,-3,0,180,10,80,20,800,400,20,12,30
326,161,12,-3,0,180,10,80,20,800,400,20,12,30
338,158,12,-3,0,180,10,80,20,800,400,20,12,30
350,155,12,-3,-1,180,10,80,20,800,400,20,12,30
362,152,12,-3,0,160,10,80,20,800,400,20,12,30
374,149,12,-3,0,160,10,80,20,800,400,20,12,30
386,146,12,-3,0,160,10,80,20,800,400,20,12,30
398,143,12,-3,0,160,10,80,20,800,400,20,12,30
410,140,12,-3,-1,160,10,80,20,800,400,20,12,30
422,137,12,-3,0,140,10,80,20,800,400,20,12,30
434,134,12,-3,0,140,10,80,20,800,400,20,12,30
446,131,12,-3,0,140,10,80,20,800,400,20,12,30
458,128,12,-3,0,140,10,80,20,800,400,20,12,30
470,125,12,-3,0,140,10,80,20,800,400,20,12,30
482,122,12,-3,-1,140,10,80,20,800,400,20,12,30
494,119,12,-3,0,120,10,80,20,800,400,20,12,30
506,116,12,-3,0,120,10,80,20,800,400,20,12,30
518,113,12,-3,0,120,10,80,20,800,400,20,12,30
530,110,12,-3,0,120,10,80,20,800,400,20,12,30
542,107,12,-3,0,120,10,80,20,800,400,20,12,30
554,104,12,-3,-1,120,10,80,20,800,400,20,12,30
566,101,12,-3,0,100,10,80,20,800,400,20,12,30
578,98,12,-3,0,100,10,80,20,800,400,20,12,30
590,95,12,-3,0,100,10,80,20,800,400,20,12,30
602,92,12,-3,0,100,10,80,20,800,400,20,12,30
614,89,12,-3,0,100,10,80,20,800,400,20,12,30
626,86,12,-3,-1,100,10,80,20,800,400,20,12,30
638,83,12,-3,0,80,10,80,20,800,400,20,12,30
650,80,12,-3,0,80,10,80,20,800,400,20,12,30
662,77,12,-3,0,80,10,80,20,800,400,20,12,30
674,74,12,-3,0,80,10,80,20,800,400,20,12,30
686,71,12,-3,-1,80,10,80,20,800,400,20,12,30
698,68,12,-3,0,60,10,80,20,800,400,20,12,30
710,65,12,-3,0,60,10,80,20,800,400,20,12,30
722,62,12,-3,0,60,10,80,20,800,400,20,12,30
734,59,12,-3,0,60,10,80,20,800,400,20,12,30
746,56,12,-3,0,60,10,80,20,800,400,20,12,30
758,53,12,-3,0,60,10,80,20,800,400,20,12,30
770,50,12,-3,0,60,10,80,20,800,400,20,12,30
758,47,-12,-3,0,60,10,80,20,800,400,20,12,30
746,44,-12,-3,0,60,10,80,20,800,400,20,12,30
734,41,-12,-3,0,60,10,80,20,800,400,20,12,30
722,38,-12,-3,0,60,10,80,20,800,400,20,12,30
710,35,-12,-3,0,60,10,80,20,800,400,20,12,30
698,32,-12,-3,0,60,10,80,20,800,400,20,12,30
686,35,-12,3,0,60,10,80,20,800,400,20,12,30
674,38,-12,3,0,60,10,80,20,800,400,20,12,30
662,41,-12,3,0,60,10,80,20,800,400,20,12,30
650,44,-12,3,0,60,10,80,20,800,400,20,12,30
638,47,-12,3,0,60,10,80,20,800,400,20,12,30
626,50,-12,3,0,60,10,80,20,800,400,20,12,30
614,53,-12,3,0,60,10,80,20,800,400,20,12,30
602,56,-12,3,0,60,10,80,20,800,400,20,12,30
590,59,-12,3,1,60,10,80,20,800,400,20,12,30
578,62,-12,3,0,80,10,80,20,800,400,20,12,30
566,65,-12,3,0,80,10,80,20,800,400,20,12,30
554,68,-12,3,0,80,10,80,20,800,400,20,12,30
542,71,-12,3,0,80,10,80,20,800,400,20,12,30
530,74,-12,3,0,80,10,80,20,800,400,20,12,30
518,77,-12,3,1,80,10,80,20,800,400,20,12,30
506,80,-12,3,0,100,10,80,20,800,400,20,12,30
494,83,-12,3,0,100,10,80,20,800,400,20,12,30
482,86,-12,3,0,100,10,80,20,800,400,20,12,30
470,89,-12,3,0,100,10,80,20,800,400,20,12,30
458,92,-12,3,0,100,10,80,20,800,400,20,12,30
446,95,-12,3,1,100,10,80,20,800,400,20,12,30
434,98,-12,3,0,120,10,80,20,800,400,20,12,30
422,101,-12,3,0,120,10,80,20,800,400,20,12,30
410,104,-12,3,0,120,10,80,20,800,400,20,12,30
398,107,-12,3,0,120,10,80,20,800,400,20,12,30
386,110,-12,3,0,120,10,80,20,800,400,20,12,30
374,113,-12,3,0,120,10,80,20,800,400,20,12,30
362,116,-12,3,0,120,10,80,20,800,400,20,12,30
350,119,-12,3,1,120,10,80,20,800,400,20,12,30
338,122,-12,3,0,140,10,80,20,800,400,20,12,30
326,125,-12,3,0,140,10,80,20,800,400,20,12,30
314,128,-12,3,0,140,10,80,20,800,400,20,12,30
302,131,-12,3,0,140,10,80,20,800,400,20,12,30
290,134,-12,3,1,140,10,80,20,800,400,20,12,30
278,137,-12,3,0,160,10,80,20,800,400,20,12,30
266,140,-12,3,0,160,10,80,20,800,400,20,12,30
254,143,-12,3,0,160,10,80,20,800,400,20,12,30
242,146,-12,3,0,160,10,80,20,800,400,20,12,30
230,149,-12,3,0,160,10,80,20,800,400,20,12,30
218,152,-12,3,0,160,10,80,20,800,400,20,12,30
206,155,-12,3,1,160,10,80,20,800,400,20,12,30
194,158,-12,3,0,180,10,80,20,800,400,20,12,30
182,161,-12,3,0,180,10,80,20,800,400,20,12,30
170,164,-12,3,0,180,10,80,20,800,400,20,12,30
158,167,-12,3,0,180,10,80,20,800,400,20,12,30
146,170,-12,3,0,180,10,80,20,800,400,20,12,30
134,173,-12,3,0,180,10,80,20,800,400,20,12,30
122,176,-12,3,0,180,10,80,20,800,400,20,12,30
110,179,-12,3,1,180,10,80,20,800,400,20,12,30
98,182,-12,3,0,200,10,80,20,800,400,20,12,30
86,185,-12,3,0,200,10,80,20,800,400,20,12,30
74,188,-12,3,0,200,10,80,20,800,400,20,12,30
62,191,-12,3,0,200,10,80,20,800,400,20,12,30
50,194,-12,3,0,200,10,80,20,800,400,20,12,30
38,197,-12,3,0,200,10,80,20,800,400,20,12,30
50,200,12,3,0,200,10,80,20,800,400,20,12,30
62,203,12,3,1,200,10,80,20,800,400,20,12,30
74,206,12,3,0,220,10,80,20,800,400,20,12,30
86,209,12,3,0,220,10,80,20,800,400,20,12,30
98,212,12,3,0,220,10,80,20,800,400,20,12,30
110,215,12,3,0,220,10,80,20,800,400,20,12,30
122,218,12,3,0,220,10,80,20,800,400,20,12,30
134,221,12,3,0,220,10,80,20,800,400,20,12,30
146,224,12,3,1,220,10,80,20,800,400,20,12,30
158,227,12,3,0,240,10,80,20,800,400,20,12,30
170,230,12,3,0,240,10,80,20,800,400,20,12,30
182,233,12,3,0,240,10,80,20,800,400,20,12,30
194,236,12,3,0,240,10,80,20,800,400,20,12,30
206,239,12,3,0,240,10,80,20,800,400,20,12,30
218,242,12,3,0,240,10,80,20,800,400,20,12,30
230,245,12,3,0,240,10,80,20,800,400,20,12,30
242,248,12,3,1,240,10,80,20,800,400,20,12,30
254,251,12,3,0,260,10,80,20,800,400,20,12,30
266,254,12,3,0,260,10,80,20,800,400,20,12,30
278,257,12,3,0,260,10,80,20,800,400,20,12,30
290,260,12,3,0,260,10,80,20,800,400,20,12,30
302,263,12,3,0,260,10,80,20,800,400,20,12,30
314,266,12,3,0,260,10,80,20,800,400,20,12,30
326,269,12,3,1,260,10,80,20,800,400,20,12,30
338,272,12,3,0,280,10,80,20,800,400,20,12,30
350,275,12,3,0,280,10,80,20,800,400,20,12,30
362,278,12,3,0,280,10,80,20,800,400,20,12,30
374,281,12,3,0,280,10,80,20,800,400,20,12,30
386,284,12,3,0,280,10,80,20,800,400,20,12,30
398,287,12,3,0,280,10,80,20,800,400,20,12,30
410,290,12,3,1,280,10,80,20,800,400,20,12,30
422,293,12,3,0,300,10,80,20,800,400,20,12,30
434,296,12,3,0,300,10,80,20,800,400,20,12,30
446,299,12,3,0,300,10,80,20,800,400,20,12,30
458,302,12,3,0,300,10,80,20,800,400,20,12,30
470,305,12,3,0,300,10,80,20,800,400,20,12,30
482,308,12,3,0,300,10,80,20,800,400,20,12,30
494,311,12,3,1,300,10,80,20,800,400,20,12,30
506,314,12,3,0,320,10,80,20,800,400,20,12,30
518,317,12,3,0,320,10,80,20,800,400,20,12,30
530,320,12,3,0,320,10,80,20,800,400,20,12,30
542,323,12,3,0,320,10,80,20,800,400,20,12,30
554,326,12,3,0,320,10,80,20,800,400,20,12,30
566,329,12,3,0,320,10,80,20,800,400,20,12,30
578,332,12,3,0,320,10,80,20,800,400,20,12,30
590,335,12,3,0,320,10,80,20,800,400,20,12,30
602,338,12,3,1,320,10,80,20,800,400,20,12,30
614,341,12,3,0,340,10,80,20,800,400,20,12,30
626,344,12,3,0,340,10,80,20,800,400,20,12,30
638,347,12,3,0,340,10,80,20,800,400,20,12,30
650,350,12,3,0,340,10,80,20,800,400,20,12,30
662,353,12,3,0,340,10,80,20,800,400,20,12,30
674,356,12,3,1,340,10,80,20,800,400,20,12,30
686,359,12,3,0,340,10,80,20,800,400,20,12,30
698,362,12,3,0,340,10,80,20,800,400,20,12,30
710,365,12,3,0,340,10,80,20,800,400,20,12,30
722,368,12,3,0,340,10,80,20,800,400,20,12,30
734,365,12,-3,0,340,10,80,20,800,400,20,12,30
746,362,12,-3,0,340,10,80,20,800,400,20,12,30
758,359,12,-3,0,340,10,80,20,800,400,20,12,30
770,356,12,-3,0,340,10,80,20,800,400,20,12,30
758,353,-12,-3,0,340,10,80,20,800,400,20,12,30
746,350,-12,-3,0,340,10,80,20,800,400,20,12,30
734,347,-12,-3,0,340,10,80,20,800,400,20,12,30
722,344,-12,-3,0,340,10,80,20,800,400,20,12,30
710,341,-12,-3,0,340,10,80,20,800,400,20,12,30
698,338,-12,-3,0,340,10,80,20,800,400,20,12,30
686,335,-12,-3,-1,340,10,80,20,800,400,20,12,30
674,332,-12,-3,0,320,10,80,20,800,400,20,12,30
662,329,-12,-3,0,320,10,80,20,800,400,20,12,30
650,326,-12,-3,0,320,10,80,20,800,400,20,12,30
638,323,-12,-3,0,320,10,80,20,800,400,20,12,30
626,320,-12,-3,0,320,10,80,20,800,400,20,12,30
614,317,-12,-3,0,320,10,80,20,800,400,20,12,30
602,314,-12,-3,0,320,10,80,20,800,400,20,12,30
590,311,-12,-3,0,320,10,80,20,800,400,20,12,30
578,308,-12,-3,0,320,10,80,20,800,400,20,12,30
566,305,-12,-3,0,320,10,80,20,800,400,20,12,30
554,302,-12,-3,0,320,10,80,20,800,400,20,12,30
542,299,-12,-3,0,320,10,80,20,800,400,20,12,30
530,296,-12,-3,0,320,10,80,20,800,400,20,12,30
518,293,-12,-3,0,320,10,80,20,800,400,20,12,30
506,290,-12,-3,-1,320,10,80,20,800,400,20,12,30
494,287,-12,-3,0,300,10,80,20,800,400,20,12,30
482,284,-12,-3,0,300,10,80,20,800,400,20,12,30
470,281,-12,-3,0,300,10,80,20,800,400,20,12,30
458,278,-12,-3,0,300,10,80,20,800,400,20,12,30
446,275,-12,-3,0,300,10,80,20,800,400,20,12,30
434,272,-12,-3,0,300,10,80,20,800,400,20,12,30
422,269,-12,-3,0,300,10,80,20,800,400,20,12,30
410,266,-12,-3,0,300,10,80,20,800,400,20,12,30
398,263,-12,-3,-1,300,10,80,20,800,400,20,12,30
386,260,-12,-3,0,280,10,80,20,800,400,20,12,30
374,257,-12,-3,0,280,10,80,20,800,400,20,12,30
362,254,-12,-3,0,280,10,80,20,800,400,20,12,30
350,251,-12,-3,0,280,10,80,20,800,400,20,12,30
338,248,-12,-3,0,280,10,80,20,800,400,20,12,30
326,245,-12,-3,-1,280,10,80,20,800,400,20,12,30
314,242,-12,-3,0,260,10,80,20,800,400,20,12,30
302,239,-12,-3,0,260,10,80,20,800,400,20,12,30
290,236,-12,-3,0,260,10,80,20,800,400,20,12,30
278,233,-12,-3,0,260,10,80,20,800,400,20,12,30
266,230,-12,-3,0,260,10,80,20,800,400,20,12,30
254,227,-12,-3,-1,260,10,80,20,800,400,20,12,30
242,224,-12,-3,0,240,10,80,20,800,400,20,12,30
230,221,-12,-3,0,240,10,80,20,800,400,20,12,30
218,218,-12,-3,0,240,10,80,20,800,400,20,12,30
206,215,-12,-3,0,240,10,80,20,800,400,20,12,30
194,212,-12,-3,0,240,10,80,20,800,400,20,12,30
182,209,-12,-3,-1,240,10,80,20,800,400,20,12,30
170,206,-12,-3,0,220,10,80,20,800,400,20,12,30
158,203,-12,-3,0,220,10,80,20,800,400,20,12,30
146,200,-12,-3,0,220,10,80,20,800,400,20,12,30
134,197,-12,-3,0,220,10,80,20,800,400,20,12,30
122,194,-12,-3,0,220,10,80,20,800,400,20,12,30
110,191,-12,-3,0,220,10,80,20,800,400,20,12,30
98,188,-12,-3,-1,220,10,80,20,800,400,20,12,30
86,185,-12,-3,0,200,10,80,20,800,400,20,12,30
74,182,-12,-3,0,200,10,80,20,800,400,20,12,30
62,179,-12,-3,0,200,10,80,20,800,400,20,12,30
50,176,-12,-3,0,200,10,80,20,800,400,20,12,30
38,173,-12,-3,0,200,10,80,20,800,400,20,12,30
50,170,12,-3,-1,200,10,80,20,800,400,20,12,30
62,167,12,-3,0,180,10,80,20,800,400,20,12,30
74,164,12,-3,0,180,10,80,20,800,400,20,12,30
86,161,12,-3,0,180,10,80,20,800,400,20,12,30
98,158,12,-3,0,180,10,80,20,800,400,20,12,30
110,155,12,-3,0,180,10,80,20,800,400,20,12,30
122,152,12,-3,0,180,10,80,20,800,400,20,12,30
134,149,12,-3,-1,180,10,80,20,800,400,20,12,30
146,146,12,-3,0,160,10,80,20,800,400,20,12,30
158,143,12,-3,0,160,10,80,20,800,400,20,12,30
170,140,12,-3,0,160,10,80,20,800,400,20,12,30
182,137,12,-3,0,160,10,80,20,800,400,20,12,30
194,134,12,-3,0,160,10,80,20,800,400,20,12,30
206,131,12,-3,0,160,10,80,20,800,400,20,12,30
218,128,12,-3,-1,160,10,80,20,800,400,20,12,30
230,125,12,-3,0,140,10,80,20,800,400,20,12,30
242,122,12,-3,0,140,10,80,20,800,400,20,12,30
254,119,12,-3,0,140,10,80,20,800,400,20,12,30
266,116,12,-3,0,140,10,80,20,800,400,20,12,30
278,113,12,-3,-1,140,10,80,20,800,400,20,12,30
290,110,12,-3,0,120,10,80,20,800,400,20,12,30
302,107,12,-3,0,120,10,80,20,800,400,20,12,30
314,104,12,-3,0,120,10,80,20,800,400,20,12,30
326,101,12,-3,0,120,10,80,20,800,400,20,12,30
338,98,12,-3,0,120,10,80,20,800,400,20,12,30
350,95,12,-3,0,120,10,80,20,800,400,20,12,30
362,92,12,-3,-1,120,10,80,20,800,400,20,12,30
374,89,12,-3,0,100,10,80,20,800,400,20,12,30
386,86,12,-3,0,100,10,80,20,800,400,20,12,30
398,83,12,-3,0,100,10,80,20,800,400,20,12,30
410,80,12,-3,0,100,10,80,20,800,400,20,12,30
422,77,12,-3,0,100,10,80,20,800,400,20,12,30
434,74,12,-3,0,100,10,80,20,800,400,20,12,30
446,71,12,-3,0,100,10,80,20,800,400,20,12,30
458,68,12,-3,0,100,10,80,20,800,400,20,12,30
470,65,12,-3,0,100,10,80,20,800,400,20,12,30
482,62,12,-3,0,100,10,80,20,800,400,20,12,30
494,59,12,-3,0,100,10,80,20,800,400,20,12,30
506,56,12,-3,0,100,10,80,20,800,400,20,12,30
518,53,12,-3,0,100,10,80,20,800,400,20,12,30
530,50,12,-3,0,100,10,80,20,800,400,20,12,30
542,47,12,-3,1,100,10,80,20,800,400,20,12,30
554,44,12,-3,0,120,10,80,20,800,400,20,12,30
566,41,12,-3,0,120,10,80,20,800,400,20,12,30
578,38,12,-3,0,120,10,80,20,800,400,20,12,30
590,35,12,-3,0,120,10,80,20,800,400,20,12,30
602,32,12,-3,0,120,10,80,20,800,400,20,12,30
614,35,12,3,0,120,10,80,20,800,400,20,12,30
626,38,12,3,0,120,10,80,20,800,400,20,12,30
638,41,12,3,0,120,10,80,20,800,400,20,12,30
650,44,12,3,1,120,10,80,20,800,400,20,12,30
662,47,12,3,0,140,10,80,20,800,400,20,12,30
674,50,12,3,0,140,10,80,20,800,400,20,12,30
686,53,12,3,0,140,10,80,20,800,400,20,12,30
698,56,12,3,0,140,10,80,20,800,400,20,12,30
710,59,12,3,0,140,10,80,20,800,400,20,12,30
722,62,12,3,1,140,10,80,20,800,400,20,12,30
734,65,12,3,0,160,10,80,20,800,400,20,12,30
746,68,12,3,0,160,10,80,20,800,400,20,12,30
758,71,12,3,0,160,10,80,20,800,400,20,12,30
770,74,12,3,0,160,10,80,20,800,400,20,12,30
782,77,12,3,0,160,10,80,20,800,400,20,12,30
758,198,-12,-2,0,200,10,80,20,800,400,20,12,30
746,196,-12,-2,0,200,10,80,20,800,400,20,12,30
734,194,-12,-2,0,200,10,80,20,800,400,20,12,30
722,192,-12,-2,0,200,10,80,20,800,400,20,12,30
710,190,-12,-2,0,200,10,80,20,800,400,20,12,30
698,188,-12,-2,0,200,10,80,20,800,400,20,12,30
686,186,-12,-2,0,200,10,80,20,800,400,20,12,30
674,184,-12,-2,0,200,10,80,20,800,400,20,12,30
662,182,-12,-2,0,200,10,80,20,800,400,20,12,30
650,180,-12,-2,0,200,10,80,20,800,400,20,12,30
638,178,-12,-2,0,200,10,80,20,800,400,20,12,30
626,176,-12,-2,0,200,10,80,20,800,400,20,12,30
614,174,-12,-2,0,200,10,80,20,800,400,20,12,30
602,172,-12,-2,0,200,10,80,20,800,400,20,12,30
590,170,-12,-2,0,200,10,80,20,800,400,20,12,30
578,168,-12,-2,0,200,10,80,20,800,400,20,12,30
566,166,-12,-2,0,200,10,80,20,800,400,20,12,30
554,164,-12,-2,0,200,10,80,20,800,400,20,12,30
542,162,-12,-2,0,200,10,80,20,800,400,20,12,30
530,160,-12,-2,-1,200,10,80,20,800,400,20,12,30
518,158,-12,-2,0,180,10,80,20,800,400,20,12,30
506,156,-12,-2,0,180,10,80,20,800,400,20,12,30
494,154,-12,-2,0,180,10,80,20,800,400,20,12,30
482,152,-12,-2,0,180,10,80,20,800,400,20,12,30
470,150,-12,-2,-1,180,10,80,20,800,400,20,12,30
458,148,-12,-2,0,160,10,80,20,800,400,20,12,30
446,146,-12,-2,0,160,10,80,20,800,400,20,12,30
434,144,-12,-2,0,160,10,80,20,800,400,20,12,30
422,142,-12,-2,0,160,10,80,20,800,400,20,12,30
410,140,-12,-2,-1,160,10,80,20,800,400,20,12,30
398,138,-12,-2,0,140,10,80,20,800,400,20,12,30
386,136,-12,-2,0,140,10,80,20,800,400,20,12,30
374,134,-12,-2,0,140,10,80,20,800,400,20,12,30
362,132,-12,-2,0,140,10,80,20,800,400,20,12,30
350,130,-12,-2,0,140,10,80,20,800,400,20,12,30
338,128,-12,-2,0,140,10,80,20,800,400,20,12,30
326,126,-12,-2,0,140,10,80,20,800,400,20,12,30
314,124,-12,-2,0,140,10,80,20,800,400,20,12,30
302,122,-12,-2,-1,140,10,80,20,800,400,20,12,30
290,120,-12,-2,0,120,10,80,20,800,400,20,12,30
278,118,-12,-2,0,120,10,80,20,800,400,20,12,30
266,116,-12,-2,0,120,10,80,20,800,400,20,12,30
254,114,-12,-2,0,120,10,80,20,800,400,20,12,30
242,112,-12,-2,0,120,10,80,20,800,400,20,12,30
230,110,-12,-2,0,120,10,80,20,800,400,20,12,30
218,108,-12,-2,0,120,10,80,20,800,400,20,12,30
206,106,-12,-2,0,120,10,80,20,800,400,20,12,30
194,104,-12,-2,0,120,10,80,20,800,400,20,12,30
182,102,-12,-2,0,120,10,80,20,800,400,20,12,30
170,100,-12,-2,0,120,10,80,20,800,400,20,12,30
158,98,-12,-2,0,120,10,80,20,800,400,20,12,30
146,96,-12,-2,-1,120,10,80,20,800,400,20,12,30
134,94,-12,-2,0,100,10,80,20,800,400,20,12,30
122,92,-12,-2,0,100,10,80,20,800,400,20,12,30
110,90,-12,-2,0,100,10,80,20,800,400,20,12,30
98,88,-12,-2,0,100,10,80,20,800,400,20,12,30
86,86,-12,-2,0,100,10,80,20,800,400,20,12,30
74,84,-12,-2,0,100,10,80,20,800,400,20,12,30
62,82,-12,-2,0,100,10,80,20,800,400,20,12,30
50,80,-12,-2,0,100,10,80,20,800,400,20,12,30
38,78,-12,-2,0,100,10,80,20,800,400,20,12,30
50,76,12,-2,0,100,10,80,20,800,400,20,12,30
62,74,12,-2,-1,100,10,80,20,800,400,20,12,30
74,72,12,-2,0,80,10,80,20,800,400,20,12,30
86,70,12,-2,0,80,10,80,20,800,400,20,12,30
98,68,12,-2,0,80,10,80,20,800,400,20,12,30
110,66,12,-2,0,80,10,80,20,800,400,20,12,30
122,64,12,-2,0,80,10,80,20,800,400,20,12,30
134,62,12,-2,0,80,10,80,20,800,400,20,12,30
146,60,12,-2,0,80,10,80,20,800,400,20,12,30
158,58,12,-2,0,80,10,80,20,800,400,20,12,30
170,56,12,-2,0,80,10,80,20,800,400,20,12,30
182,54,12,-2,0,80,10,80,20,800,400,20,12,30
194,52,12,-2,0,80,10,80,20,800,400,20,12,30
206,50,12,-2,0,80,10,80,20,800,400,20,12,30
218,48,12,-2,0,80,10,80,20,800,400,20,12,30
230,46,12,-2,0,80,10,80,20,800,400,20,12,30
242,44,12,-2,0,80,10,80,20,800,400,20,12,30
254,42,12,-2,0,80,10,80,20,800,400,20,12,30
266,40,12,-2,0,80,10,80,20,800,400,20,12,30
278,38,12,-2,0,80,10,80,20,800,400,20,12,30
290,36,12,-2,0,80,10,80,20,800,400,20,12,30
302,34,12,-2,-1,80,10,80,20,800,400,20,12,30
314,32,12,-2,0,60,10,80,20,800,400,20,12,30
326,30,12,-2,0,60,10,80,20,800,400,20,12,30
338,32,12,2,0,60,10,80,20,800,400,20,12,30
350,34,12,2,0,60,10,80,20,800,400,20,12,30
362,36,12,2,0,60,10,80,20,800,400,20,12,30
374,38,12,2,0,60,10,80,20,800,400,20,12,30
386,40,12,2,0,60,10,80,20,800,400,20,12,30
398,42,12,2,0,60,10,80,20,800,400,20,12,30
410,44,12,2,0,60,10,80,20,800,400,20,12,30
422,46,12,2,0,60,10,80,20,800,400,20,12,30
